
39.1,11.16,22.37,0,0,0.43,0,0,8.59,0,0,0,0,0,0.61,0.21,0.56,0.41,0,0,0,0.01,0,0,0,0.15,3.37,0,5.31,7.7,0,0,0,0,0,0,MIDDLE PARTITION,37.33736309,12.96038511,28.8427319,0.438114714,0.034901312,0.011443123,0.025327806,5.09687718,10.79494061,0,0,0.038061147,0,0.033098505,0.404423544,0.24037996,0.570536475,0.398002925,0.002461019,0.001446684,0,0.013137241,0,0.499768464,0,0.127004382,0.784718829,0.316475997,0,0.213448317,0,0,0.041666481,0.02788784,0.012157893,0,
61.05,1.53,11.96,0,0,0,0,0,4.96,0,0,0,0,0,0.48,0.06,0.6,1.33,0,0,0,0.01,0,0.53,0,0.13,0.44,0,16.92,0,0,0,0,0,0,0,MIDDLE PARTITION,60.10530352,2.254685212,16.5779291,0,0,0,0.438209901,0.171439294,1.57391748,0.054888612,0,0,0,0,0.584247317,0,0.557500259,1.170144431,0.001509877,0.001425372,0.000440566,0.00867216,0.009979356,0.305178044,0,0.11125859,0.58726903,0,15.2427299,0.017189533,0.012194848,0,0.038146309,0.01833103,0,0,
24.87,45.45,0.78,0.64,3.24,2.28,0,0,17.38,0,0,0,0,0,3.82,0.53,0.09,0,0,0,0,0,0.07,0.82,0,0.04,0,0,0,0,0,0,0,0,0,0,MIDDLE PARTITION,21.26678542,45.49273664,0.654530114,0.016055216,4.307827424,0,0.006873792,1.637570069,16.18204725,0,0,0,0,0.014379086,3.495443607,0.540115612,0.080703435,0,0.000275657,0.000749545,0.027865468,0,0.064228712,0.824034349,0,0.044118553,0,5.195883147,0,0,0.008264262,0,0,0,0,0,
61.52,1.99,2.31,0,0,0,0,0,8.93,0,0,0,0,0,0.47,0.03,0.7,0.15,0,0,0,0.02,0,0.03,0,0.04,0,0,10.4,13.4,0,0,0,0,0,0,MIDDLE PARTITION,59.96982232,2.577434896,2.823212742,0,0,0,0,0,6.750003868,0,0,0,0,0,0.306940026,0.030057911,0.323410146,0.342722632,0.00181008,0.001164433,0.003866198,0.015403089,0.161229749,0,0,0.037695044,0.048008377,0,11.9814393,14.32021919,0.005309132,0,0,0.00414628,0,0,
42.08,2.66,27.49,0,0,0.35,0,0,4.04,0,0,0,0,0,1.09,0.48,0.2,0.3,0,0,0,0.03,0,0.02,0,0.04,12.59,0,0,8.63,0,0,0,0,0,0,MIDDLE PARTITION,47.14823663,2.583256138,15.43868769,0.015306068,0.008767866,0,0.23185429,0,17.93221598,0,0,0,0,0.0120444,0.957276705,0.463131702,0,0.333873881,0.001679179,0.001886694,0.006810398,0.026511586,0,0.044894706,0,0.085834102,0.1659428,0,5.544802371,8.613547343,0.218687994,0,0.009604369,0.005473207,0,0,
43.3,3.02,10.8,0,0,0.14,0,0,8.24,0,0,0.66,0,0,0,0.37,0,4.18,0.01,0,4.45,0.03,1.37,0.33,0,0,0,0,22.29,0.82,0,0,0,0,0,0,MIDDLE PARTITION,41.71356859,1.689702774,24.27393038,0,0,0.777114205,0,0,17.05983589,0,0,0,0,0,1.211096921,0.211436452,2.60123396,4.004399143,0.007107253,0.007252517,0.016548521,0.031784211,0.238364643,0.063631148,0,0,0.189066821,0,0,5.676873251,0.004898535,0,0.009975262,0.007124855,0,0,
59.16,3.84,4.93,0,0,0,0,3.43,3.98,0,0,1.57,0,0,0.08,0.03,0.07,0.09,0,0,0,0,0,0,0,0.03,0,0,11.12,11.65,0,0,0,0,0,0,MIDDLE PARTITION,57.37169908,2.597335288,10.70827613,0,0,0.007123913,0,0.40577039,6.691660705,0,0.009555468,0.280741633,0,0.000543223,0.519030903,0.021643048,0.03440749,0.123328675,0.001272597,0.000816346,0.001089503,0.001093565,0.011003676,0,0.022517145,0.006592041,0.063023396,0.096548179,0.788560957,19.86822015,0.009427354,0.017621979,0.001062638,0.00462746,0.007495703,0.023566531,
58.56,2.68,0,0.03,0,0,0,2.68,6.42,0,0,3.9,0,0,1.19,0.2,3.01,5.43,0,0,0,0,0,0,0,0.02,4.28,0,0,11.6,0,0,0,0,0,0,MIDDLE PARTITION,58.86592551,2.254168056,1.442065831,0.083083018,0.085272471,0.05704999,0.062641178,0.597044103,4.183487761,0,0.06172252,0.856125902,0,0.042893064,1.016703603,0.293997544,3.050100525,5.391921201,0.001960058,0.001508585,0,0.004576526,0,0,0.023426318,0.008158463,2.098376259,0,0.359342395,18.85905126,0,0.02080272,0.004769483,0.003620986,0.050163968,0.031980109,
38.46,0.43,33.15,0,0,2.9,0,0,8.34,0,0,0,0,0,1.43,0.53,2.76,0.57,0,0,0,0.01,0,0,0,0.04,0.87,0,0,10.51,0,0,0,0,0,0,MIDDLE PARTITION,37.87774241,0,37.05273336,0.764265368,0.144905556,1.121018169,0.092063957,0.7338521,3.338598906,0,0.006701882,0,0,0.072435876,1.104832894,0.712794911,2.223320854,0.842505473,0.001608044,0.003495837,0.010776838,0.007946635,0.218150626,0,0,0.01988678,0.287070148,0,0,13.10986131,0.011645695,0,0.017608677,0.009394993,0.041819238,0,
44.5,1.52,25.2,0,0,0.05,0,0,5.85,0,0,0,0,0,1.7,0.25,0.93,2.33,0,0,0,0.01,0,0.3,0,0,0.58,0,14.58,2.21,0,0,0,0,0,0,MIDDLE PARTITION,40.83759565,1.046803626,41.84182659,0.341708972,0,0,0,1.269708111,3.887384331,0,0,0,0,0.018435038,1.663430518,0.188399246,0.935056566,2.375497053,0.003991534,0.001049483,0.00921661,0.003963303,0,0.278590116,0,0,1.069631947,0.519297799,0,2.993047814,0.003212393,0,0.062221815,0.035071453,0,0,
42.64,0.67,34.01,0,0,0.27,0,0,8.49,0,0,0,0,0,1.47,0.11,0.8,1.56,0,0,0,0.02,0,0,0,0.05,2.09,0,0,7.81,0,0,0,0,0,0,MIDDLE PARTITION,38.83644571,1.02967967,44.49693288,0.492287116,0.014631065,0,0,1.980550901,1.421397982,0,0,0,0,0.032334699,1.10061875,0.12008605,0.790469191,1.623650539,0.004266369,0.001253593,0,0.015663733,0,0.128778693,0,0.006560537,0.949165146,0.280200193,0,5.797283777,0.014663205,0,0.050533168,0.033524299,0,0,
40.66,0,34.82,0,0,0.38,0,0,8.91,0,0,1.95,0,0,2.53,0.11,1.43,0.82,0,0,0,0.04,0,0.02,0,0.06,0,0,1.52,6.74,0,0,0,0,0,0,MIDDLE PARTITION,38.37501793,0.244329593,42.34362923,0.512975289,0.125990997,0.043445173,0.08269386,2.689284368,3.184874269,0,0.009861719,0.010512678,0,0.065606901,2.157188653,0.253829156,1.099110184,0.971924012,0.002806625,0.005239878,0.005826696,0.03803392,0.135747848,0.082808202,0,0.025458717,0.399725495,0,0,6.734150962,0.010258045,0,0.021438139,0.01445112,0.039124122,0,
28.53,3.44,17.6,0.17,0,0,0,1.3,0,0,0,1.44,0,0,0,0.45,0,0.62,0,0,11.22,0.06,1.11,0,0,0,0,0,27.29,6.32,0,0,0,0,0,0.43,MIDDLE PARTITION,20.6080247,2.481351811,46.70583097,0.271883478,0.042341138,0.017089932,0.029473342,4.852859534,3.242393651,0,0,0.157494561,0,0.03297174,3.144492571,0.479630432,2.202219175,2.246880591,0.002827996,0.004296055,0.007966145,0.06382359,0.152821478,0,0,0,1.841221755,0.414286376,0,9.628435895,0.024519688,0,0.022756667,0.030483244,0.019707188,0,
